Wilayah,Tahun,Bulan,Tanggal,Bawang Merah,Bawang Putih,Beras,Cabai Merah,Cabai Rawit,Daging Ayam,Daging Sapi,Gula Pasir,Minyak Goreng,Telur Ayam
Indonesia,2018,8,30,26050,26600,11650,33650,38500,36650,115800,13700,13550,24900
Indonesia,2018,8,31,25850,26500,11650,33250,37800,36450,115750,13650,13550,24950
Indonesia,2018,9,3,25300,26200,11700,31250,35950,35800,115900,13650,13450,24700
Indonesia,2018,9,4,24950,25950,11650,30700,35750,35400,115850,13600,13450,24650
Indonesia,2018,9,5,25150,26200,11700,31050,35800,35450,115700,13650,13550,24650
Indonesia,2018,9,6,25150,26350,11650,30850,35450,35250,115500,13650,13550,24600
Indonesia,2018,9,7,24950,26050,11700,30950,35700,35000,115700,13600,13500,24500
Indonesia,2018,9,10,24850,25950,11700,30500,35150,34650,115450,13600,13500,24350
Indonesia,2018,9,12,24500,25750,11700,30600,35050,34400,115450,13600,13500,24350
Indonesia,2018,9,13,24350,25700,11700,30550,34850,34200,115500,13600,13500,24300
Indonesia,2018,9,14,24300,25550,11700,30200,34550,33850,115100,13550,13500,24050
Indonesia,2018,9,17,23750,25400,11700,30300,34500,33900,115600,13550,13500,23950
Indonesia,2018,9,18,23600,25400,11700,30200,34650,33750,115450,13550,13500,23900
Indonesia,2018,9,19,23400,25350,11700,29950,34550,33750,115700,13550,13500,23750
Indonesia,2018,9,20,23250,25100,11700,29700,34700,33550,115600,13500,13500,23650
Indonesia,2018,9,21,23050,25200,11700,29650,34800,33550,115600,13550,13500,23650
Indonesia,2018,9,24,22800,25000,11700,29950,35800,33200,115750,13500,13500,23450
Indonesia,2018,9,25,22600,24900,11700,30000,35700,33050,115700,13500,13500,23300
Indonesia,2018,9,26,22450,24800,11750,30400,36050,33200,115850,13450,13450,23350
Indonesia,2018,9,27,22300,24650,11700,30100,35600,33000,115700,13500,13500,23200
Indonesia,2018,9,28,22200,24500,11700,30300,35500,33050,115750,13500,13450,23150
Indonesia,2018,10,1,21900,24400,11700,30850,35950,33600,115900,13500,13450,23100
Indonesia,2018,10,2,21850,24350,11700,31000,36250,33650,115850,13500,13450,23200
Indonesia,2018,10,3,21700,24250,11700,31250,36250,33750,115800,13450,13450,23250
Indonesia,2018,10,4,21550,24100,11750,31300,36150,33850,115900,13450,13450,23300
Indonesia,2018,10,5,21350,23900,11700,31100,36050,34000,116000,13450,13400,23300
Indonesia,2018,10,8,21500,24100,11700,31850,36750,34050,115700,13500,13450,23300
Indonesia,2018,10,9,21450,24050,11700,32500,36450,34250,115800,13500,13450,23250
Indonesia,2018,10,10,21650,24150,11700,32600,36450,34400,115750,13500,13500,23300
Indonesia,2018,10,11,21650,24100,11700,32600,36150,34450,116000,13450,13450,23350
Indonesia,2018,10,12,21700,24050,11700,32650,36100,34450,116000,13450,13450,23300
Indonesia,2018,10,15,22300,24400,11750,33400,36750,34700,115500,13450,13450,23350
Indonesia,2018,10,16,22500,24450,11750,33850,37050,34650,115700,13450,13450,23250
Indonesia,2018,10,17,22500,24450,11700,33300,36350,34350,115950,13300,13350,22950
Indonesia,2018,10,18,22600,24750,11750,33900,36650,34550,115550,13500,13450,23350
Indonesia,2018,10,19,22850,24850,11750,34050,36750,34350,115700,13450,13450,23250
Indonesia,2018,10,22,23000,25000,11750,35300,36950,34200,115700,13400,13450,23200
Indonesia,2018,10,23,23050,25200,11700,35000,37250,34150,115300,13450,13450,23200
Indonesia,2018,10,24,23150,25250,11750,34850,36750,34000,115650,13400,13450,23200
Indonesia,2018,10,25,23300,25400,11750,34900,36450,34100,115650,13400,13450,23150
Indonesia,2018,10,26,23350,25300,11750,34550,36600,34150,115650,13400,13400,23100
Indonesia,2018,10,29,23400,25400,11750,34600,36700,33750,115650,13400,13400,23100
Indonesia,2018,10,30,23500,25450,11750,34300,36550,33750,115600,13400,13400,23100
Indonesia,2018,10,31,23600,25500,11750,34250,36400,33850,115700,13400,13400,23100
Indonesia,2018,11,1,23600,25400,11750,33850,36300,33700,115750,13400,13400,23100
Indonesia,2018,11,2,23750,25550,11800,33600,36350,33800,116050,13400,13400,23200
Indonesia,2018,11,5,23700,25350,11750,33250,36600,33600,115700,13350,13400,23200
Indonesia,2018,11,6,23800,25350,11700,33100,36650,33500,115550,13350,13350,23150
Indonesia,2018,11,7,23900,25300,11750,32950,36800,33550,115750,13350,13400,23200
Indonesia,2018,11,8,24000,25250,11750,32800,36700,33500,115750,13350,13400,23200
Indonesia,2018,11,9,24050,25250,11750,32600,36500,33400,115700,13350,13400,23200
Indonesia,2018,11,12,24750,25150,11750,33100,37200,33600,115850,13350,13400,23300
Indonesia,2018,11,13,24950,25000,11700,32050,36900,33400,116000,13250,13300,23150
Indonesia,2018,11,14,25250,25050,11750,32350,37100,33750,115850,13350,13400,23550
Indonesia,2018,11,15,25400,24900,11750,32250,37150,34050,115800,13350,13400,23650
Indonesia,2018,11,16,25800,24850,11800,32700,38000,33950,116000,13350,13400,23750
Indonesia,2018,11,19,25750,24400,11800,33550,37500,34350,116000,13350,13350,24000
Indonesia,2018,11,21,26150,24400,11750,32700,37850,34250,115850,13300,13350,24050
Indonesia,2018,11,22,26150,24450,11750,32650,38300,34350,115850,13300,13350,24050
Indonesia,2018,11,23,26150,24350,11750,32400,37550,34450,115850,13300,13350,24200
Indonesia,2018,11,26,26600,24300,11750,32450,37700,35050,115850,13300,13350,24350
Indonesia,2018,11,27,26600,24300,11750,32200,37400,35350,115850,13300,13300,24400
Indonesia,2018,11,28,26800,24250,11800,32150,37500,35350,115850,13300,13300,24450
Indonesia,2018,11,29,26950,24150,11800,32250,37700,35500,115850,13300,13300,24550
Indonesia,2018,11,30,27200,24200,11800,32600,38100,35550,115750,13300,13300,24600
Indonesia,2018,12,3,28050,24100,11800,32650,38800,35650,115750,13300,13300,24950
Indonesia,2018,12,4,28150,24050,11800,32350,38850,35700,115850,13250,13300,25200
Indonesia,2018,12,5,28300,24150,11800,32500,38900,35850,115850,13250,13250,25350
Indonesia,2018,12,6,28600,24200,11800,32550,39800,35850,115850,13250,13250,25450
Indonesia,2018,12,7,28800,24150,11800,33000,39250,35750,115850,13250,13250,25550
Indonesia,2018,12,10,29400,24150,11800,33250,38600,35850,115800,13250,13250,25700
Indonesia,2018,12,11,29550,24050,11800,33500,38800,36000,115700,13250,13250,25750
Indonesia,2018,12,12,29850,24000,11800,33300,38450,36100,115900,13250,13250,26000
Indonesia,2018,12,13,29900,23950,11800,33250,38400,36100,115800,13250,13250,26050
Indonesia,2018,12,14,30050,23900,11800,33450,38550,36150,115800,13250,13250,26150
Indonesia,2018,12,17,30350,23950,11800,33550,38350,36650,115600,13200,13250,26250
Indonesia,2018,12,18,30500,24000,11800,33600,38400,37000,115650,13150,13250,26300
Indonesia,2018,12,19,30600,24100,11800,33950,38800,37300,115800,13250,13250,26350
Indonesia,2018,12,20,30700,24050,11800,33900,38950,37600,115850,13250,13250,26400
Indonesia,2018,12,21,30800,24050,11850,33900,39350,37850,115900,13250,13250,26400
Indonesia,2018,12,24,31600,23200,11600,35750,39050,37700,116150,13150,13500,27100
Indonesia,2018,12,26,31200,24550,11900,34250,41650,39100,116550,13300,13250,27500
Indonesia,2018,12,27,31300,24150,11850,34450,41800,39250,116250,13250,13250,27050
Indonesia,2018,12,28,31450,24200,11850,34600,41700,39600,116100,13250,13250,26800
Indonesia,2018,12,31,32250,24150,11850,34400,41700,40050,115800,13200,13250,26900
Indonesia,2019,1,2,32500,24050,11850,34350,41900,39650,115900,13200,13200,26850
Indonesia,2019,1,3,32750,23950,11850,33850,42550,39350,115900,13200,13200,26800
Indonesia,2019,1,4,32850,24000,11850,33600,41900,39200,115900,13200,13200,26750
Indonesia,2019,1,7,33350,24050,11850,32950,40300,38550,115600,13200,13200,26500
Indonesia,2019,1,8,33700,24050,11900,32700,39650,38100,115550,13200,13200,26350
Indonesia,2019,1,9,33800,24100,11900,32400,39350,37850,115550,13200,13200,26300
Indonesia,2019,1,10,33800,24050,11900,32100,38900,37500,115550,13200,13200,26300
Indonesia,2019,1,11,33600,24200,11900,31700,38550,37150,115500,13200,13200,26300
Indonesia,2019,1,14,33500,24100,11900,31000,37450,36250,115500,13200,13200,26200
Indonesia,2019,1,15,33400,24150,11900,30650,37050,36150,115500,13100,13200,26150
Indonesia,2019,1,16,33350,24050,11900,29750,36500,36050,115500,13100,13200,26050
Indonesia,2019,1,17,33300,24050,11900,29650,36350,35950,115500,13100,13200,26000
Indonesia,2019,1,18,33350,24100,11900,30050,36250,35800,115500,13100,13200,25900
Indonesia,2019,1,21,33050,24000,11900,28800,34700,35200,115550,13100,13200,25700
Indonesia,2019,1,22,33000,23950,11900,28750,34200,35050,115550,13100,13200,25700
Indonesia,2019,1,23,32700,23950,11900,28600,33950,34800,115550,13100,13200,25550
Indonesia,2019,1,24,32600,24050,11900,28750,33850,34550,115550,13100,13150,25400
Indonesia,2019,1,25,32300,24000,11900,28600,33850,34350,115600,13100,13200,25350
Indonesia,2019,1,28,31450,24000,11950,28350,33300,34000,115950,13100,13200,25300
Indonesia,2019,1,29,31200,23950,11950,28500,33000,33800,115900,13100,13200,25250
Indonesia,2019,1,30,30750,24000,11950,27650,32650,33700,115900,13100,13200,25350
Indonesia,2019,1,31,30700,23950,11950,27400,32100,33550,115900,13100,13200,25150
Indonesia,2019,2,1,30550,24050,11950,27350,32100,33450,116250,13050,13200,25100
Indonesia,2019,2,4,30150,24100,11950,27300,31850,33200,116250,13050,13250,25150
Indonesia,2019,2,6,29550,24000,11950,26950,31700,33350,116250,13050,13250,25000
Indonesia,2019,2,7,29350,24050,11950,27100,31750,33600,116300,13050,13200,24950
Indonesia,2019,2,8,29150,24050,11950,27000,31650,33650,116300,13050,13200,24850
Indonesia,2019,2,11,29000,24950,11950,27600,31800,33700,116200,13050,13200,24700
Indonesia,2019,2,12,28950,25100,11950,27500,31550,33550,116200,13050,13200,24650
Indonesia,2019,2,13,28950,25250,11950,27450,31650,33600,116200,13050,13200,24600
Indonesia,2019,2,14,28950,25350,11950,27450,31500,33550,116200,13050,13200,24550
Indonesia,2019,2,15,28800,25450,11950,27350,31300,33450,116200,13050,13200,24500
Indonesia,2019,2,18,28600,25850,11950,27400,31550,33400,116450,13050,13200,24350
Indonesia,2019,2,19,28600,25900,11950,27150,31500,33300,116400,13050,13250,24300
Indonesia,2019,2,20,28450,26000,11900,27000,31350,33150,116350,13050,13250,24300
Indonesia,2019,2,21,28450,25850,11900,27200,31450,33200,116500,13100,13250,24300
Indonesia,2019,2,22,28650,26050,11900,27300,31550,33200,116400,13100,13250,24350
Indonesia,2019,2,25,28750,26000,11900,27150,31750,32900,116400,13150,13250,24200
Indonesia,2019,2,26,28850,26100,11900,26950,31750,32950,116500,13150,13250,24150
Indonesia,2019,2,27,28800,26000,11900,26950,31600,32700,116200,13100,13250,24000
Indonesia,2019,2,28,29000,26100,11900,27000,31750,32800,116550,13150,13250,24100
Indonesia,2019,3,1,29000,26050,11900,27050,32250,32700,116500,13150,13250,24050
Indonesia,2019,3,4,29850,26200,11850,26700,33450,32350,117000,13150,13200,23950
Indonesia,2019,3,5,30150,26200,11850,26950,33550,32300,116950,13150,13250,23950
Indonesia,2019,3,6,30650,26650,11900,27100,34050,32250,116650,13200,13200,24000
Indonesia,2019,3,8,30900,27000,11850,27100,33800,32050,116750,13200,13200,23950
Indonesia,2019,3,11,32100,28350,11850,27500,34550,32050,116400,13200,13250,23850
Indonesia,2019,3,12,32550,28650,11850,28500,35250,32200,116500,13200,13250,23800
Indonesia,2019,3,13,32850,29100,11850,28200,35250,32250,116500,13250,13200,24050
Indonesia,2019,3,14,33000,29400,11850,28350,35750,32350,116500,13250,13250,24050
Indonesia,2019,3,15,33050,30000,11850,28500,35750,32400,116500,13250,13200,24100
Indonesia,2019,3,18,33650,30900,11850,29200,35950,32550,116500,13250,13200,24050
Indonesia,2019,3,19,33700,31300,11850,29100,35900,32600,116500,13250,13200,24100
Indonesia,2019,3,20,33650,31300,11800,28650,35350,32450,116650,13200,13150,23800
Indonesia,2019,3,21,33750,31450,11850,29300,35900,32600,116450,13250,13200,23700
Indonesia,2019,3,22,33950,31550,11850,29400,35750,32550,116500,13250,13250,23650
Indonesia,2019,3,25,35900,32200,11800,29950,35650,32500,116500,13250,13200,23750
Indonesia,2019,3,26,36150,32350,11800,29800,35450,32450,116550,13250,13200,23800
Indonesia,2019,3,27,36500,32450,11800,29900,35200,32300,116400,13250,13200,23850
Indonesia,2019,3,28,36850,32850,11800,30100,35100,32350,116450,13250,13200,23850
Indonesia,2019,3,29,37050,33150,11800,30100,35450,32200,116450,13250,13200,23800
Indonesia,2019,4,1,37600,34950,11750,29650,35200,32100,116400,13250,13200,23850
Indonesia,2019,4,2,38000,35650,11750,29700,34750,32050,116400,13250,13200,23850
Indonesia,2019,4,4,38350,36450,11750,30700,35100,32050,116350,13250,13200,23850
Indonesia,2019,4,5,38550,36700,11750,31000,35150,32050,116350,13300,13200,23850
Indonesia,2019,4,8,39000,37250,11800,31750,35900,32200,116400,13250,13200,23850
Indonesia,2019,4,9,39250,37600,11750,31750,36100,32200,116450,13300,13200,23900
Indonesia,2019,4,10,39450,38000,11750,31800,36000,32350,116450,13300,13200,24000
Indonesia,2019,4,11,39650,38100,11750,31700,35850,32550,116400,13300,13200,24000
Indonesia,2019,4,12,39900,38650,11750,31850,36100,32800,116450,13300,13200,24050
Indonesia,2019,4,15,40800,41800,11700,32300,36400,33150,116400,13250,13200,24100
Indonesia,2019,4,16,40850,42800,11700,32200,36150,33350,116400,13300,13200,24100
Indonesia,2019,4,17,33250,41150,12100,23400,27350,31150,121250,13000,11800,20700
Indonesia,2019,4,18,41500,44350,11800,33100,39750,33800,116550,13300,13200,24350
Indonesia,2019,4,22,41400,47000,11700,35350,41700,34200,116500,13300,13200,24300
Indonesia,2019,4,23,41550,47400,11700,35800,41400,34500,116600,13300,13200,24350
Indonesia,2019,4,24,41050,47350,11650,34600,40000,34900,116550,13250,13150,24150
Indonesia,2019,4,25,41600,47900,11700,35150,40700,35100,116650,13300,13200,24350
Indonesia,2019,4,26,41450,48100,11700,35300,40400,35250,116650,13300,13200,24400
Indonesia,2019,4,29,41100,49000,11700,35200,40250,35700,116750,13350,13200,24850
Indonesia,2019,4,30,41000,49750,11700,35250,41200,35750,116800,13450,13200,25050
Indonesia,2019,5,2,40350,54100,11700,36600,41250,35950,117250,13500,13200,25500
Indonesia,2019,5,3,40050,56500,11700,37750,40900,36250,117450,13500,13200,25550
Indonesia,2019,5,6,39350,64050,11700,40600,44150,36700,117650,13600,13200,25800
Indonesia,2019,5,7,39050,63900,11700,41900,45450,36550,117450,13650,13200,25900
Indonesia,2019,5,8,38750,61250,11700,42350,45750,36250,117450,13700,13250,26000
Indonesia,2019,5,9,38600,59350,11700,42750,45450,36150,117350,13700,13250,25900
Indonesia,2019,5,10,38600,58600,11700,42050,44550,35950,117600,13700,13150,25700
Indonesia,2019,5,13,37800,55750,11700,40250,42450,35500,117600,13800,13300,26050
Indonesia,2019,5,14,37300,53500,11700,39200,41100,35200,117450,13800,13250,26000
Indonesia,2019,5,15,37150,51700,11700,38200,41050,34850,117750,13800,13250,26050
Indonesia,2019,5,16,36500,50100,11700,37250,39850,34650,117400,13800,13250,25950
Indonesia,2019,5,17,36300,49050,11700,36950,39150,34500,117400,13800,13250,25950
Indonesia,2019,5,20,35450,45200,11700,36850,40300,34200,117400,13800,13200,26000
Indonesia,2019,5,21,35850,44800,11700,36300,39650,34050,117350,13750,13250,25900
Indonesia,2019,5,22,35350,43600,11700,36050,39250,34150,117400,13850,13200,25900
Indonesia,2019,5,23,35200,42500,11700,36300,38850,34150,117500,13850,13200,25900
Indonesia,2019,5,24,35250,42000,11700,36550,38800,34300,117450,13850,13200,25850
Indonesia,2019,5,27,35400,41350,11700,38400,39100,34700,117650,13850,13200,25700
Indonesia,2019,5,28,35550,41000,11650,39150,38700,34750,118200,13850,13150,25350
Indonesia,2019,5,29,36000,41600,11700,40550,39450,35300,118300,13900,13200,25650
Indonesia,2019,5,31,36600,41500,11700,44000,39150,35800,119450,13900,13200,25650
Indonesia,2019,6,3,38200,41950,11700,58100,43500,37350,124950,13900,13200,25600
Indonesia,2019,6,4,38900,42450,11700,63500,45950,38500,126450,13900,13200,25650
Indonesia,2019,6,7,42500,44900,11200,56650,34000,39050,117500,14500,13300,27650
Indonesia,2019,6,10,38600,41600,11700,52050,43900,37100,120200,13900,13200,25450
Indonesia,2019,6,11,38700,41500,11700,50550,42600,36650,119450,13900,13200,25350
Indonesia,2019,6,12,38750,41700,11650,48300,40950,36250,119400,13850,13150,25000
Indonesia,2019,6,13,39100,41850,11700,49550,40150,35950,118850,13900,13200,25200
Indonesia,2019,6,14,39000,41900,11700,50250,40100,35600,118650,13900,13200,25050
Indonesia,2019,6,17,39550,41600,11700,50050,39550,34600,118550,13850,13200,25000
Indonesia,2019,6,18,39500,41500,11700,49550,39100,34350,118500,13850,13200,25000
Indonesia,2019,6,19,39400,41350,11700,49500,39500,34250,118500,13850,13200,24900
Indonesia,2019,6,20,39450,41300,11700,49750,40050,34200,118300,13900,13250,24850
Indonesia,2019,6,21,39150,41150,11700,51050,41100,33950,118500,13850,13250,24700
Indonesia,2019,6,24,39250,40650,11700,52650,42650,33350,118450,13850,13250,24850
Indonesia,2019,6,25,39150,40650,11700,53100,42550,33050,118300,13850,13250,24950
Indonesia,2019,6,26,38850,40500,11700,53800,42550,32850,118400,13850,13200,24900
Indonesia,2019,6,27,38850,40350,11700,53850,42800,32800,118300,13850,13200,24950
Indonesia,2019,6,28,38950,40400,11750,54700,44250,32800,118550,13850,13250,24900
Indonesia,2019,7,1,37400,39400,11700,55100,46050,32550,118200,13850,13200,24950
Indonesia,2019,7,2,37100,39200,11700,55400,47300,32600,120350,13850,13200,24900
Indonesia,2019,7,3,37150,39050,11700,56200,49450,32800,120350,13850,13200,24900
Indonesia,2019,7,4,36900,38850,11750,57850,52350,33450,118300,13850,13200,24950
Indonesia,2019,7,5,36600,38800,11700,57300,52550,33500,117850,13850,13200,24900
Indonesia,2019,7,8,35900,38350,11700,58400,54400,34350,117550,13850,13200,24900
Indonesia,2019,7,9,35950,38100,11750,58450,54950,34800,117850,13850,13200,24900
Indonesia,2019,7,10,35650,37900,11750,58150,55750,35300,117850,13850,13200,24900
Indonesia,2019,7,11,35000,37550,11700,58000,56650,35500,117850,13850,13200,24800
Indonesia,2019,7,12,35050,37550,11750,58050,56850,35800,117750,13850,13200,24800
Indonesia,2019,7,15,34700,37400,11700,59900,60500,36500,117700,13850,13200,24750
Indonesia,2019,7,16,34400,37350,11750,60050,60900,36300,117750,13850,13200,24700
Indonesia,2019,7,17,34250,37150,11700,59650,61150,36500,117850,13850,13200,24700
Indonesia,2019,7,18,33950,36900,11700,59350,61850,36500,117800,13850,13200,24700
Indonesia,2019,7,19,33850,37000,11750,59700,62900,36750,118150,13850,13200,24750
Indonesia,2019,7,22,33400,36650,11700,59100,63400,35900,117900,13850,13150,24700
Indonesia,2019,7,23,33400,36750,11750,58850,64050,36550,118150,13850,13150,24800
Indonesia,2019,7,24,33050,36300,11700,58750,64800,35100,118050,13800,13150,24900
Indonesia,2019,7,25,32700,36250,11750,58500,64900,34950,117850,13800,13150,25000
Indonesia,2019,7,26,32650,36200,11700,57700,64800,34800,118000,13850,13200,24900
Indonesia,2019,7,29,31900,35800,11700,57700,68350,34450,117850,13800,13150,24900
Indonesia,2019,7,30,31650,35650,11700,57400,68900,34150,117750,13800,13150,24900
Indonesia,2019,7,31,31600,35500,11700,57600,68900,34000,117900,13800,13150,24900
Indonesia,2019,8,1,31450,35250,11700,57400,68950,33900,117850,13800,13150,24950
Indonesia,2019,8,2,31200,35150,11700,57550,68650,33500,117650,13750,13150,24950
Indonesia,2019,8,5,30800,34850,11700,60250,69050,33500,117900,13800,13150,24900
Indonesia,2019,8,6,30550,34600,11700,61350,69850,33600,118000,13800,13150,24900
Indonesia,2019,8,7,30650,34800,11700,63850,70550,33650,117950,13750,13150,24900
Indonesia,2019,8,8,30200,34650,11650,66350,70550,33650,118150,13850,13200,24950
Indonesia,2019,8,9,30300,34550,11700,70700,72200,33900,119000,13750,13150,24900
Indonesia,2019,8,12,30000,34600,11700,72200,73000,34150,119200,13750,13150,24850
Indonesia,2019,8,13,29700,34550,11700,71500,72650,33900,118700,13750,13200,24750
Indonesia,2019,8,14,29450,34400,11750,70700,73150,33750,118900,13750,13200,24750
Indonesia,2019,8,15,29350,34200,11700,69650,72200,33150,118450,13750,13200,24650
Indonesia,2019,8,16,29350,34100,11750,68100,71100,33050,118800,13750,13200,24850
Indonesia,2019,8,19,28400,33800,11700,63450,66550,32150,118300,13800,13200,24600
Indonesia,2019,8,20,28400,34000,11750,62300,65550,31950,118350,13800,13200,24950
Indonesia,2019,8,21,27850,33850,11700,61150,64150,31750,118300,13800,13250,25000
Indonesia,2019,8,22,27550,33650,11700,60250,63600,31700,118500,13750,13200,24900
Indonesia,2019,8,23,27300,33600,11700,58700,62600,31550,118350,13750,13200,24850
Indonesia,2019,8,26,26450,33250,11700,55750,60800,31100,118300,13750,13200,24900
Indonesia,2019,8,27,26150,33250,11700,55250,60100,30850,118250,13750,13200,24850
Indonesia,2019,8,28,26000,33150,11700,54700,59350,31000,118300,13750,13200,24850
Indonesia,2019,8,29,25750,33100,11700,54400,58550,30850,118300,13750,13200,24800
Indonesia,2019,8,30,25700,33150,11750,53450,57100,30750,118200,13750,13250,24900
Indonesia,2019,9,2,24850,32850,11700,53100,58050,30450,117900,13750,13200,24700
Indonesia,2019,9,3,24800,32950,11700,52150,58900,30300,118350,13750,13200,24700
Indonesia,2019,9,4,24600,32800,11700,51950,59700,30150,118450,13750,13200,24700
Indonesia,2019,9,5,24550,32750,11700,51350,60200,30250,118350,13750,13250,24700
Indonesia,2019,9,6,24250,32550,11700,50650,60000,30050,118350,13700,13200,24600
Indonesia,2019,9,9,24050,32600,11700,49300,60850,30400,118200,13700,13200,24450
Indonesia,2019,9,10,24050,32600,11700,49000,61300,30550,118200,13700,13200,24400
Indonesia,2019,9,11,24050,32500,11700,48400,60150,30900,118100,13700,13200,24350
Indonesia,2019,9,12,23900,32400,11700,47500,60400,31050,118100,13700,13200,24350
Indonesia,2019,9,13,23550,32300,11650,46450,59250,31400,117750,13700,13200,24150
Indonesia,2019,9,16,23550,32150,11700,45750,58850,31800,118200,13700,13150,24100
Indonesia,2019,9,17,23550,32150,11700,45350,58700,31900,118200,13700,13150,24050
Indonesia,2019,9,18,23500,32050,11700,44500,57700,32200,118200,13700,13200,24050
Indonesia,2019,9,19,23100,31800,11700,43200,57050,31950,118200,13650,13100,23850
